employee_id,full_name,age,gender,email,phone,city,country,department,job_title,employment_type,education_level,join_date,years_of_experience,annual_salary,bonus_percentage,performance_rating,nps_score,projects_completed,training_hours,remote_work,last_promotion_year,manager_id,team_size,monthly_leaves_taken,attrition_risk,salary_currency,linkedin_profile,contract_end_date
EMP1628,William Verma,51.0,Prefer not to say,william.verma@corp.com,-7769583784,Toronto,Canada,Hr,Recruiter,Permanent,Bachelor's,04-29-2015,8,866897.0,31.34,Average,4.0,49,152.34,Yes,2024.0,EMP1181,"<bound method Series.median of 7      NaN
28     NaN
31     NaN
32     NaN
35     NaN
        ..
1988   NaN
1998   NaN
2001   NaN
2023   NaN
2033   NaN
Name: Hr, Length: 210, dtype: float64>",4.6,Low,USD,linkedin.com/in/williamverma272,Permenent
EMP3189,Rahul Garcia,-3.0,Male,rahul.garcia@@corp.com,-10114,Bangalore,India,Finance,Financial Analyst,Permanent,Associate,16-05-2019,4,899717.0,27.09,Good,9.0,16,156.41,Yes,2018.0,EMP3406,"<bound method Series.median of 4      NaN
5      NaN
16     NaN
18     NaN
25     NaN
        ..
1985   NaN
1994   NaN
2009   NaN
2016   NaN
2037   NaN
Name: Finance, Length: 194, dtype: float64>",2.4,Medium,GBP,linkedin.com/in/rahulgarcia472,Permenent
EMP1195,Rajesh Patel,60.0,Non-binary,rajesh.patel@yahoo.com,Not Available,Singapore,Singapore,Legal,Legal Manager,Permanent,BE/BTech,15-Apr-14,9,1364853.0,21.82,Below Average,2.0,33,16.52,Yes,2020.0,EMP1127,"<bound method Series.median of 12     NaN
23     NaN
52     NaN
56     NaN
71     NaN
        ..
1996   NaN
2000   NaN
2005   NaN
2007   NaN
2027   NaN
Name: Legal, Length: 194, dtype: float64>",2.2,Low,GBP,linkedin.com/in/rajeshpatel973,Permenent
EMP2588,Arjun Chopra,45.0,Female,arjun.chopra@yahoo.com,-6515,Kolkata,India,Marketing,Chief Marketing Officer,Permanent,Master's,10-03-2023,0,1667385.0,0.71,Outstanding,6.0,37,199.92,1,2011.0,EMP1873,"<bound method Series.median of 0      NaN
8      NaN
26     NaN
34     NaN
41     NaN
        ..
1976   NaN
1980   NaN
2012   NaN
2029   NaN
2032   NaN
Name: Marketing, Length: 203, dtype: float64>",3.8,Low,USD,linkedin.com/in/arjunchopra721,Permenent
EMP3777,Abigail Shah,32.0,Prefer not to say,abigail.shah@yahoo.com,(344) 938-6235,Ahmedabad,India,Marketing,Chief Marketing Officer,Contract,Bachelor's,05-May-20,3,1641946.0,26.34,5,1.0,50,98.51,No,2020.0,EMP3398,"<bound method Series.median of 0      NaN
8      NaN
26     NaN
34     NaN
41     NaN
        ..
1976   NaN
1980   NaN
2012   NaN
2029   NaN
2032   NaN
Name: Marketing, Length: 203, dtype: float64>",1.9,Medium,INR,linkedin.com/in/abigailshah581,08-01-2025
EMP3640,Harper Nair,60.0,Female,harper.nair@corp.com,9.17483E+11,Chennai,India,Hr,Recruiter,Permanent,Master's,05-17-2019,4,837230.0,0.11,Excellent,4.0,49,143.1,No,2021.0,EMP1222,"<bound method Series.median of 7      NaN
28     NaN
31     NaN
32     NaN
35     NaN
        ..
1988   NaN
1998   NaN
2001   NaN
2023   NaN
2033   NaN
Name: Hr, Length: 210, dtype: float64>",2.9,med,CAD,linkedin.com/in/harpernair519,Permenent
EMP1088,Isabella Brown,30.0,Male,isabella.brown@outlook.com,8097924232,Toronto,Canada,Product,Senior PM,Contract,Associate,08-28-2016,7,1327913.0,20.5,Average,3.0,19,38.67,0,2018.0,EMP1444,"<bound method Series.median of 1      NaN
2      NaN
10     NaN
21     NaN
33     NaN
        ..
1984   NaN
2008   NaN
2024   NaN
2038   NaN
2039   NaN
Name: Product, Length: 179, dtype: float64>",1.1,Low,USD,Not Available,14-05-2025
EMP3818,Suresh Joshi,53.0,Prefer not to say,suresh.joshi@company.in,(937) 420-7457,London,UK,Hr,Chief Human Resources Officer,Permanent,MCA,08-02-2010,13,1646078.0,30.31,Below Average,2.0,26,3.0,Yes,2024.0,EMP3124,"<bound method Series.median of 7      NaN
28     NaN
31     NaN
32     NaN
35     NaN
        ..
1988   NaN
1998   NaN
2001   NaN
2023   NaN
2033   NaN
Name: Hr, Length: 210, dtype: float64>",2.6,Low,CAD,linkedin.com/in/sureshjoshi312,Permenent
EMP2685,Rohan Davis,33.0,Female,rohan.davis@company.in,-7479630279,Hyderabad,India,Marketing,SEO Specialist,Permanent,PhD,23-Feb-17,6,1476206.0,38.99,Average,6.0,49,106.835,Yes,2018.0,EMP1457,"<bound method Series.median of 0      NaN
8      NaN
26     NaN
34     NaN
41     NaN
        ..
1976   NaN
1980   NaN
2012   NaN
2029   NaN
2032   NaN
Name: Marketing, Length: 203, dtype: float64>",0.7,High,GBP,linkedin.com/in/rohandavis863,Permenent
EMP1465,Divya Shah,35.0,Non-binary,divya.shah@corp.com,-9527105439,Singapore,Singapore,Operations,Ops Manager,Permanent,BE/BTech,25-07-2023,0,859763.0,29.12,Average,7.0,18,199.8,1,2010.0,EMP3753,"<bound method Series.median of 11     NaN
24     NaN
27     NaN
38     NaN
42     NaN
        ..
1986   NaN
1989   NaN
2004   NaN
2021   NaN
2034   NaN
Name: Operations, Length: 217, dtype: float64>",5.0,Low,CAD,linkedin.com/in/divyashah433,Permenent
EMP3938,Emma Pillai,59.0,Female,emma.pillai@hotmail.com,9.18182E+11,Chennai,India,Hr,Logistics Coordinator,Permanent,BE/BTech,09-08-2019,4,1133816.0,2.55,Good,5.0,30,149.02,1,2019.0,EMP1458,"<bound method Series.median of 7      NaN
28     NaN
31     NaN
32     NaN
35     NaN
        ..
1988   NaN
1998   NaN
2001   NaN
2023   NaN
2033   NaN
Name: Hr, Length: 210, dtype: float64>",2.9,Low,USD,linkedin.com/in/emmapillai85,Permenent
EMP3529,Sneha Davis,28.0,Male,sneha.davis@yahoo.com,9.18563E+11,London,UK,Hr,HR Manager,Permanent,,14-05-2021,2,724542.0,24.0,Excellent,5.0,1,121.42,No,2013.0,EMP3281,"<bound method Series.median of 7      NaN
28     NaN
31     NaN
32     NaN
35     NaN
        ..
1988   NaN
1998   NaN
2001   NaN
2023   NaN
2033   NaN
Name: Hr, Length: 210, dtype: float64>",1.1,Low,INR,linkedin.com/in/snehadavis645,Permenent
EMP1249,Oliver Nair,33.0,Female,oliver.nair@gmail.com,(791) 183-8765,Ahmedabad,India,Operations,Chief Operating Officer,Permanent,Bachelor's,Not Available,17,1779112.0,20.490000000000002,Excellent,10.0,26,15.85,No,2017.0,EMP1269,"<bound method Series.median of 11     NaN
24     NaN
27     NaN
38     NaN
42     NaN
        ..
1986   NaN
1989   NaN
2004   NaN
2021   NaN
2034   NaN
Name: Operations, Length: 217, dtype: float64>",3.5,Medium,GBP,linkedin.com/in/olivernair209,Permenent
EMP1804,Abigail Miller,-9.0,Prefer not to say,abigail.miller@corp.com,Not Available,Toronto,Canada,Operations,Chief Operating Officer,Contract,BE/BTech,26-10-2011,12,1464672.0,6.8,2,8.0,39,42.61,Yes,2017.0,EMP1997,"<bound method Series.median of 11     NaN
24     NaN
27     NaN
38     NaN
42     NaN
        ..
1986   NaN
1989   NaN
2004   NaN
2021   NaN
2034   NaN
Name: Operations, Length: 217, dtype: float64>",0.4,Medium,USD,linkedin.com/in/abigailmiller62,27-09-2025
EMP3164,Charlotte Reddy,45.0,Female,charlotte.reddy@corp.com,-8686358165,Delhi,India,Customer support,VP Support,Contract,PhD,07-05-2012,11,1305706.0,26.33,Below Average,1.0,7,137.02,No,2010.0,EMP2011,"<bound method Series.median of 6      NaN
9      NaN
17     NaN
20     NaN
39     NaN
        ..
1997   NaN
1999   NaN
2011   NaN
2018   NaN
2022   NaN
Name: Customer support, Length: 198, dtype: float64>",1.1,Medium,CAD,linkedin.com/in/charlottereddy674,20-07-2026
EMP3558,Jackson Rao,57.0,Prefer not to say,jackson.rao@yahoo.com,-7948037304,San Francisco,USA,Hr,HR Business Partner,Permanent,Master's,02-Jan-18,6,967068.0,8.2,Outstanding,3.0,44,113.03,Yes,2011.0,EMP2025,"<bound method Series.median of 7      NaN
28     NaN
31     NaN
32     NaN
35     NaN
        ..
1988   NaN
1998   NaN
2001   NaN
2023   NaN
2033   NaN
Name: Hr, Length: 210, dtype: float64>",4.7,Medium,AUD,linkedin.com/in/jacksonrao776,Permenent
EMP2913,Mia Rao,790.0,Male,mia.rao@yahoo.com,9.18657E+11,Singapore,Singapore,Sales,VP Sales,Permanent,BE/BTech,03-06-2021,2,1839721.0,11.03,Outstanding,4.0,-3,146.71,Yes,2021.0,EMP1953,"<bound method Series.median of 14     NaN
70     NaN
75     NaN
82     NaN
84     NaN
        ..
2002   NaN
2010   NaN
2013   NaN
2025   NaN
2035   NaN
Name: Sales, Length: 196, dtype: float64>",0.4,High,CAD,Not Available,Permenent
EMP2062,Oliver Verma,538.0,Female,oliver.verma@company.in,(370) 495-7656,Mumbai,India,Legal,Associate,Contract,MBA,29-05-2018,5,1300744.0,8.12,Below Average,4.0,1,154.05,No,2011.0,EMP2783,"<bound method Series.median of 12     NaN
23     NaN
52     NaN
56     NaN
71     NaN
        ..
1996   NaN
2000   NaN
2005   NaN
2007   NaN
2027   NaN
Name: Legal, Length: 194, dtype: float64>",4.6,Medium,AUD,linkedin.com/in/oliververma191,21-02-2025
EMP2655,Sneha Brown,41.0,Non-binary,sneha.brown@outlook.com,9.18752E+11,New York,USA,Data science,Data Analyst,Permanent,MBA,10-13-2020,3,908866.0,38.76,Average,7.0,29,138.62,No,2011.0,EMP3494,"<bound method Series.median of 13     NaN
15     NaN
29     NaN
37     NaN
46     NaN
        ..
2014   NaN
2019   NaN
2026   NaN
2028   NaN
2030   NaN
Name: Data science, Length: 218, dtype: float64>",0.9,med,GBP,linkedin.com/in/snehabrown511,Permenent
EMP2971,Arjun Smith,57.0,Male,arjun.smith@company.in,Not Available,New York,USA,Hr,Chief Human Resources Officer,Permanent,MBA,10-01-2015,8,1364377.0,20.71,Outstanding,5.0,49,93.9,Yes,2015.0,EMP2714,"<bound method Series.median of 7      NaN
28     NaN
31     NaN
32     NaN
35     NaN
        ..
1988   NaN
1998   NaN
2001   NaN
2023   NaN
2033   NaN
Name: Hr, Length: 210, dtype: float64>",3.9,low,USD,linkedin.com/in/arjunsmith478,Permenent
EMP2049,Liam Das,41.0,Male,liam.das@company.in,7405630384,Toronto,Canada,Data science,Data Scientist,Permanent,MCA,10-May-11,12,1409350.0,17.47,Outstanding,10.0,22,27.84,No,2011.0,EMP2946,"<bound method Series.median of 13     NaN
15     NaN
29     NaN
37     NaN
46     NaN
        ..
2014   NaN
2019   NaN
2026   NaN
2028   NaN
2030   NaN
Name: Data science, Length: 218, dtype: float64>",3.1,High,USD,Not Available,Permenent
EMP3177,Neha Jones,52.0,Prefer not to say,neha.jones@hotmail.com,9.19328E+11,London,UK,Sales,VP Sales,Permanent,MCA,08-Oct-21,2,2138446.0,14.97,Excellent,3.0,31,134.11,Yes,2023.0,EMP3893,"<bound method Series.median of 14     NaN
70     NaN
75     NaN
82     NaN
84     NaN
        ..
2002   NaN
2010   NaN
2013   NaN
2025   NaN
2035   NaN
Name: Sales, Length: 196, dtype: float64>",3.4,Medium,INR,linkedin.com/in/nehajones575,Permenent
EMP2636,Ava Chatterjee,55.0,Prefer not to say,ava.chatterjee@yahoo.com,9.19398E+11,Sydney,Australia,Operations,Logistics Coordinator,Permanent,MBA,02-05-2020,19,1260320.0,37.06,Below Average,96.0,21,27.94,No,2019.0,EMP3196,"<bound method Series.median of 11     NaN
24     NaN
27     NaN
38     NaN
42     NaN
        ..
1986   NaN
1989   NaN
2004   NaN
2021   NaN
2034   NaN
Name: Operations, Length: 217, dtype: float64>",2.2,Low,CAD,Not Available,Permenent
EMP1435,William Verma,30.0,Female,william.verma@hotmail.com,9918633007,New York,USA,Data science,Data Scientist,Permanent,PhD,26-02-2010,13,-1216676.0,17.26,Good,6.0,4,98.08,1,2013.0,EMP2165,"<bound method Series.median of 13     NaN
15     NaN
29     NaN
37     NaN
46     NaN
        ..
2014   NaN
2019   NaN
2026   NaN
2028   NaN
2030   NaN
Name: Data science, Length: 218, dtype: float64>",2.8,High,INR,linkedin.com/in/williamverma903,Permenent
EMP1766,Liam Sharma,58.0,Non-binary,liam.sharma@company.in,(587) 595-3294,Hyderabad,India,Data science,Data Analyst,Permanent,,03-05-2013,10,903545.0,17.32,Outstanding,6.0,14,50.85,Yes,2012.0,EMP1864,"<bound method Series.median of 13     NaN
15     NaN
29     NaN
37     NaN
46     NaN
        ..
2014   NaN
2019   NaN
2026   NaN
2028   NaN
2030   NaN
Name: Data science, Length: 218, dtype: float64>",4.1,Medium,CAD,linkedin.com/in/liamsharma800,Permenent
EMP2593,Deepak Jones,56.0,Female,deepak.jones@hotmail.com,9.17327E+11,Delhi,India,Legal,Chief Legal Officer,Permanent,MCA,Not Available,8,1984660.0,8.16,Average,27.0,46,131.49,No,2019.0,EMP1341,"<bound method Series.median of 12     NaN
23     NaN
52     NaN
56     NaN
71     NaN
        ..
1996   NaN
2000   NaN
2005   NaN
2007   NaN
2027   NaN
Name: Legal, Length: 194, dtype: float64>",1.9,Medium,AUD,linkedin.com/in/deepakjones813,Permenent
EMP3383,Oliver Bose,44.0,Male,oliver.bose@hotmail.com,9.18567E+11,Kolkata,India,Operations,Supply Chain Analyst,Permanent,PhD,18-Mar-23,0,1047221.0,39.67,Excellent,5.0,48,37.97,0,2021.0,EMP1928,"<bound method Series.median of 11     NaN
24     NaN
27     NaN
38     NaN
42     NaN
        ..
1986   NaN
1989   NaN
2004   NaN
2021   NaN
2034   NaN
Name: Operations, Length: 217, dtype: float64>",2.0,Low,INR,linkedin.com/in/oliverbose448,Permenent
EMP1815,Isabella Williams,30.0,Prefer not to say,isabella.williams@hotmail.com,8326856608,Chennai,India,Customer support,Team Lead,Permanent,PhD,03-31-2020,22,677716.0,24.28,Average,98.0,3,149.03,Yes,2015.0,EMP2116,"<bound method Series.median of 6      NaN
9      NaN
17     NaN
20     NaN
39     NaN
        ..
1997   NaN
1999   NaN
2011   NaN
2018   NaN
2022   NaN
Name: Customer support, Length: 198, dtype: float64>",4.7,Medium,GBP,linkedin.com/in/isabellawilliams480,Permenent
EMP3092,Divya Williams,51.0,Female,divya.williams@hotmail.com,(563) 566-5856,London,UK,Sales,VP Sales,Contract,MCA,29-Aug-23,0,1839145.0,15.4,Excellent,8.0,24,14.1,Yes,2019.0,EMP2900,"<bound method Series.median of 14     NaN
70     NaN
75     NaN
82     NaN
84     NaN
        ..
2002   NaN
2010   NaN
2013   NaN
2025   NaN
2035   NaN
Name: Sales, Length: 196, dtype: float64>",3.3,High,GBP,linkedin.com/in/divyawilliams326,22-04-2026
EMP2081,Divya Joshi,35.0,Female,divya.joshi@gmail.com,9619043578,San Francisco,USA,Data science,Head of Data,Contract,Associate,31-01-2018,5,2372538.0,21.83,Average,5.0,49,193.12,0,2021.0,EMP2431,"<bound method Series.median of 13     NaN
15     NaN
29     NaN
37     NaN
46     NaN
        ..
2014   NaN
2019   NaN
2026   NaN
2028   NaN
2030   NaN
Name: Data science, Length: 218, dtype: float64>",4.4,Medium,INR,linkedin.com/in/divyajoshi908,08-02-2024
EMP1977,Anjali Chatterjee,41.0,Non-binary,anjali.chatterjee@outlook.com,9512127100,Toronto,Canada,Sales,Sales Rep,Permanent,BE/BTech,09-09-2020,3,610778.0,6.69,Below Average,1.0,23,10.66,Yes,2013.0,EMP1231,"<bound method Series.median of 14     NaN
70     NaN
75     NaN
82     NaN
84     NaN
        ..
2002   NaN
2010   NaN
2013   NaN
2025   NaN
2035   NaN
Name: Sales, Length: 196, dtype: float64>",4.4,High,INR,linkedin.com/in/anjalichatterjee369,Permenent
EMP3984,Deepak Jones,27.0,Prefer not to say,deepak.jones@company.in,-10916,San Francisco,USA,Finance,Controller,Contract,MBA,19-04-2013,10,1190936.0,31.25,Excellent,6.0,22,11.01,Yes,2014.0,EMP3297,"<bound method Series.median of 4      NaN
5      NaN
16     NaN
18     NaN
25     NaN
        ..
1985   NaN
1994   NaN
2009   NaN
2016   NaN
2037   NaN
Name: Finance, Length: 194, dtype: float64>",2.1,Low,CAD,linkedin.com/in/deepakjones425,25-06-2024
EMP3023,Ethan Sharma,25.0,Female,ethan.sharma@yahoo.com,Not Available,Hyderabad,India,Product,Product Manager,Permanent,,04-30-2021,2,1267822.0,14.69,1,7.0,17,151.31,Yes,2016.0,EMP3194,"<bound method Series.median of 1      NaN
2      NaN
10     NaN
21     NaN
33     NaN
        ..
1984   NaN
2008   NaN
2024   NaN
2038   NaN
2039   NaN
Name: Product, Length: 179, dtype: float64>",1.8,Low,USD,linkedin.com/in/ethansharma745,Permenent
EMP3204,Jackson Rao,46.0,Non-binary,jackson.rao@@outlook.com,Not Available,Hyderabad,India,Marketing,Chief Marketing Officer,Permanent,BE/BTech,23-May-12,11,1879822.0,39.87,Good,2.0,44,64.03,No,2015.0,EMP2601,"<bound method Series.median of 0      NaN
8      NaN
26     NaN
34     NaN
41     NaN
        ..
1976   NaN
1980   NaN
2012   NaN
2029   NaN
2032   NaN
Name: Marketing, Length: 203, dtype: float64>",4.6,High,USD,linkedin.com/in/jacksonrao811,Permenent
EMP1853,Neha Jones,50.0,Female,neha.jones@gmail.com,(206) 594-2166,Mumbai,India,Sales,Senior Sales Rep,Contract,BE/BTech,15-01-2015,8,937462.0,6.97,Excellent,2.0,44,81.93,Yes,2017.0,EMP1307,"<bound method Series.median of 14     NaN
70     NaN
75     NaN
82     NaN
84     NaN
        ..
2002   NaN
2010   NaN
2013   NaN
2025   NaN
2035   NaN
Name: Sales, Length: 196, dtype: float64>",2.6,High,USD,linkedin.com/in/nehajones727,09-05-2026
EMP3301,Pooja Desai,36.0,Prefer not to say,pooja.desai@gmail.com,-8024600480,Ahmedabad,India,Hr,Recruiter,Permanent,MBA,20-07-2021,2,794566.0,11.0,Good,5.0,0,173.12,Yes,2017.0,EMP2007,"<bound method Series.median of 7      NaN
28     NaN
31     NaN
32     NaN
35     NaN
        ..
1988   NaN
1998   NaN
2001   NaN
2023   NaN
2033   NaN
Name: Hr, Length: 210, dtype: float64>",2.0,Low,CAD,linkedin.com/in/poojadesai343,Permenent
EMP1693,Noah Verma,46.0,Male,noah.verma@outlook.com,Not Available,San Francisco,USA,Hr,Chief Human Resources Officer,Contract,PhD,13-Oct-23,0,1516800.0,15.36,Outstanding,1.0,38,35.93,No,2022.0,EMP3295,"<bound method Series.median of 7      NaN
28     NaN
31     NaN
32     NaN
35     NaN
        ..
1988   NaN
1998   NaN
2001   NaN
2023   NaN
2033   NaN
Name: Hr, Length: 210, dtype: float64>",4.3,Low,INR,linkedin.com/in/noahverma746,13-01-2026
EMP2621,Ava Pillai,47.0,Female,ava@pillai,9.19114E+11,Mumbai,India,Sales,Account Executive,Permanent,MCA,08-10-2021,2,1207450.0,38.0,Average,0.0,3,139.46,No,2019.0,EMP3085,"<bound method Series.median of 14     NaN
70     NaN
75     NaN
82     NaN
84     NaN
        ..
2002   NaN
2010   NaN
2013   NaN
2025   NaN
2035   NaN
Name: Sales, Length: 196, dtype: float64>",0.8,med,GBP,linkedin.com/in/avapillai384,Permenent
EMP1290,Abigail Reddy,60.0,Female,abigail.reddy@company.in,9.17777E+11,New York,USA,Legal,Associate,Permanent,MCA,11-15-2010,13,1185780.0,22.08,Outstanding,10.0,26,71.89,No,2017.0,EMP2903,"<bound method Series.median of 12     NaN
23     NaN
52     NaN
56     NaN
71     NaN
        ..
1996   NaN
2000   NaN
2005   NaN
2007   NaN
2027   NaN
Name: Legal, Length: 194, dtype: float64>",1.9,Low,INR,linkedin.com/in/abigailreddy392,Permenent
EMP3971,Liam Wilson,22.0,Prefer not to say,liam.wilson@hotmail.com,9.19715E+11,New York,USA,Customer support,VP Support,Permanent,Master's,14-10-2014,9,1338503.0,157.16,Excellent,1.0,18,116.46,Yes,2010.0,EMP1876,"<bound method Series.median of 6      NaN
9      NaN
17     NaN
20     NaN
39     NaN
        ..
1997   NaN
1999   NaN
2011   NaN
2018   NaN
2022   NaN
Name: Customer support, Length: 198, dtype: float64>",3.9,Low,GBP,Not Available,Permenent
EMP3697,Jackson Malhotra,27.0,Prefer not to say,jackson.malhotra@corp.com,-8917760818,Toronto,Canada,Finance,Financial Analyst,Permanent,Bachelor's,25-11-2012,11,-739455.0,37.51,Average,4.0,10,106.38,0,2016.0,EMP3818,"<bound method Series.median of 4      NaN
5      NaN
16     NaN
18     NaN
25     NaN
        ..
1985   NaN
1994   NaN
2009   NaN
2016   NaN
2037   NaN
Name: Finance, Length: 194, dtype: float64>",1.7,Low,USD,linkedin.com/in/jacksonmalhotra194,Permenent
EMP2495,Isabella Rao,38.0,Female,isabella.rao@company.in,9.19249E+11,Chennai,India,Data science,Data Analyst,Permanent,PhD,07-12-2012,11,1409350.0,16.63,Average,5.0,29,138.63,Yes,2023.0,EMP3401,"<bound method Series.median of 13     NaN
15     NaN
29     NaN
37     NaN
46     NaN
        ..
2014   NaN
2019   NaN
2026   NaN
2028   NaN
2030   NaN
Name: Data science, Length: 218, dtype: float64>",1.7,Low,AUD,linkedin.com/in/isabellarao200,Permenent
EMP2244,Priya Sharma,23.0,Male,priya.sharma@company.in,9750892558,Chennai,India,Data science,Head of Data,Permanent,BE/BTech,15-11-2019,4,2719429.0,24.89,Outstanding,9.0,35,18.62,Yes,2011.0,EMP2911,"<bound method Series.median of 13     NaN
15     NaN
29     NaN
37     NaN
46     NaN
        ..
2014   NaN
2019   NaN
2026   NaN
2028   NaN
2030   NaN
Name: Data science, Length: 218, dtype: float64>",4.9,Medium,INR,linkedin.com/in/priyasharma532,Permenent
EMP3617,Mason Sharma,31.0,Non-binary,mason@sharma,-10168,San Francisco,USA,Engineering,Senior PM,Permanent,Master's,21-03-2017,13,1307783.0,13.28,Below Average,4.0,2,193.89,Yes,2019.0,EMP2094,"<bound method Series.median of 3      NaN
19     NaN
22     NaN
40     NaN
50     NaN
        ..
2015   NaN
2017   NaN
2020   NaN
2031   NaN
2036   NaN
Name: Engineering, Length: 231, dtype: float64>",1.0,High,AUD,linkedin.com/in/masonsharma657,Permenent
EMP1991,Aarav Sharma,25.0,Non-binary,aarav.sharma@yahoo.com,Not Available,Delhi,India,Hr,HR Business Partner,Contract,Associate,09-10-2016,7,816317.0,45.05,Excellent,3.0,32,2.98,No,2020.0,EMP2690,"<bound method Series.median of 7      NaN
28     NaN
31     NaN
32     NaN
35     NaN
        ..
1988   NaN
1998   NaN
2001   NaN
2023   NaN
2033   NaN
Name: Hr, Length: 210, dtype: float64>",4.7,Medium,USD,linkedin.com/in/aaravsharma970,16-07-2024
EMP2162,Sunita Brown,30.0,Prefer not to say,sunita.brown@company.in,Not Available,Pune,India,Customer support,Senior Agent,Permanent,BE/BTech,19-Jan-21,2,571924.0,7.37,Outstanding,1.0,46,138.85,Yes,2016.0,EMP2801,"<bound method Series.median of 6      NaN
9      NaN
17     NaN
20     NaN
39     NaN
        ..
1997   NaN
1999   NaN
2011   NaN
2018   NaN
2022   NaN
Name: Customer support, Length: 198, dtype: float64>",3.8,Medium,CAD,linkedin.com/in/sunitabrown273,Permenent
