employee_id,full_name,age,gender,email,phone,city,country,department,job_title,employment_type,education_level,join_date,exit_date,years_of_experience,annual_salary,bonus_percentage,performance_rating,nps_score,projects_completed,training_hours,remote_work,last_promotion_year,manager_id,team_size,monthly_leaves_taken,attrition_risk,salary_currency,linkedin_profile,contract_end_date
EMP3617,Mason Sharma,31,Non-Binary,mason@sharma,-10168,San Francisco,USA,engeneering,Senior PM,Contract,Master's,21-03-2017,,13,1307783,13.28,Below Average,4,2,193.89,TRUE,,EMP2094,17,1,High,AUD,linkedin.com/in/masonsharma657,
EMP1991,Aarav Sharma,25,Non-Binary,aarav.sharma@yahoo.com,,Delhi,India,HR,HR Business Partner,Full-Time,Associate,09-10-2016,,7,,45.05,Excellent,3,32,2.98,FALSE,2020,EMP2690,14,4.7,Medium,USD,linkedin.com/in/aaravsharma970,16-07-2024
EMP2162,Sunita Brown,30,Prefer not to say,sunita.brown@company.in,,Pune,India,Customer Support,Senior Agent,Contract,BE/BTech,19-Jan-21,,2,571924,7.37,Outstanding,1,46,138.85,TRUE,2016,EMP2801,10,3.8,Medium,,linkedin.com/in/sunitabrown273,
EMP2868,POOJA MOORE,52,FEMALE,pooja@moore,(981) 590-6662,Chennai,India,Data Science,Senior Data Scientist,Contract,Master's,31-07-2013,,10,1716770,2.2,Good,1,39,93.84,FALSE,,EMP1943,1,,Low,CAD,linkedin.com/in/poojamoore828,
EMP3723,Oliver Pillai,53,Non-Binary,oliver.pillai@yahoo.com,9.19085E+11,London,UK,Finance,Senior Analyst,,Associate,12-Sep-22,28-07-2024,1,938067,2.67,Outstanding,5,24,179.42,TRUE,2020,EMP2174,8,3.6,Medium,GBP,linkedin.com/in/oliverpillai47,
EMP2042,james pillai,42,Non-Binary,james.pillai@hotmail.com,-8406974068,Bangalore,India,Product,Product Manager,Contract,Associate,05-28-2020,,3,1183122,15.43,,1,33,38.41,Yes,2017,EMP2589,20,2.6,High,CAD,linkedin.com/in/jamespillai60,
EMP3073,Anjali Iyer,49,Prefer not to say,anjali.iyer@gmail.com,-8885,Dubai,UAE,HR,HR Executive,,Bachelor's,28-11-2012,21-01-2024,11,599785,18.07,Good,10,37,154.78,No,2024,EMP2246,18,2,High,GBP,,
EMP1243,Ava Garcia,38,Prefer not to say,ava.garcia@outlook.com,(545) 633-7798,Delhi,India,Marketing,Marketing Manager,Contract,MBA,20-02-2011,,12,0,30.06,Average,7,17,133.1,FALSE,2014,EMP1630,9,1.3,High,GBP,,
EMP1313,Anjali Brown,45,Male,anjali@brown,-9756956033,Ahmedabad,India,Operations,COO,Part-Time,High School,16-Mar-16,,7,1709435,29.61,Excellent,7,42,156.39,TRUE,2023,EMP1991,14,0.8,Medium,INR,linkedin.com/in/anjalibrown386,19-09-2026
EMP3579,Amit Pillai,42,Male,amit.pillai@outlook.com,(247) 635-7811,Hyderabad,India,Sales,Senior Sales Rep,Intern,BE/BTech,30-09-2011,,12,892760,15.22,Excellent,4,44,2.51,FALSE,2012,,19,3.9,Low,USD,linkedin.com/in/amitpillai344,17-03-2025
EMP3996,William Mehta,52,Prefer not to say,william@mehta,-8325031685,Delhi,India,Product,CPO,Contract,High School,17-06-2010,,13,2027559,24.65,Average,4,15,26.77,FALSE,2021,EMP3083,3,4.9,High,INR,linkedin.com/in/williammehta301,
EMP3401,Kavya Chatterjee,50,Prefer not to say,kavya.chatterjee@gmail.com,9.18272E+11,Kolkata,India,HR,HR Manager,Full-Time,MBA,17-06-2010,,13,713197,20.67,Good,8,4,116.37,TRUE,2017,EMP1982,20,1.3,HIGH,USD,linkedin.com/in/kavyachatterjee838,13-12-2024
EMP2568,Kiran Sharma,51,Non-Binary,kiran.sharma@outlook.com,-7457479797,Toronto,Canada,HR,HR Executive,Part-Time,Associate,Not Available,,8,599558,29.72,Below Average,91,23,80.84,TRUE,2014,EMP1626,17,1,Medium,GBP,,
EMP1767,Nisha Johnson,48,Male,nisha.johnson@outlook.com,-7336941121,New York,USA,engeneering,COO,Intern,Bachelor's,31-08-2017,,6,1449003,13.02,Excellent,,38,104.18,TRUE,2024,EMP3842,,3.6,Medium,AUD,linkedin.com/in/nishajohnson362,
EMP2285,Oliver Chatterjee,45,femal,oliver.chatterjee@outlook.com,-9965708163,New York,USA,Engineering,DevOps Engineer,Intern,MBA,30-Jul-23,24-04-2021,0,2283405,11.78,Average,6,47,107.73,FALSE,2013,,3,1.3,Medium,GBP,linkedin.com/in/oliverchatterjee552,07-09-2026
EMP1287,,34,Non-Binary,jackson.smith@gmail.com,-3077,Toronto,Canada,HR,HR Executive,Intern,MCA,13-Jul-16,,-1,557186,15.26,Outstanding,7,50,151.16,TRUE,2020,EMP1826,5,3,Medium,CAD,linkedin.com/in/jacksonsmith337,
EMP1539,Charlotte Wilson,24,Prefer not to say,charlotte.wilson@corp.com,9.17069E+11,Dubai,UAE,Customer Support,Support Agent,Contract,Master's,17-Jan-11,,12,393621,24.85,Good,1,3,32.52,TRUE,2022,EMP3006,17,3.6,High,INR,linkedin.com/in/charlottewilson247,
EMP2085,Noah Davis,23,Non-Binary,noah@davis,(450) 643-7751,London,UK,Engineering,Senior SWE,Part-Time,Master's,18-Jun-13,19-05-2024,10,1058874,30.41,Below Average,0,43,199.49,TRUE,2020,EMP3388,15,2.3,Medium,AUD,linkedin.com/in/noahdavis453,
EMP3088,Ava Malhotra,37,F,ava.malhotra@company.in,,San Francisco,USA,Product,Product Analyst,Contract,MBA,17-02-2015,,8,793091,0.08,Average,9,34,97.9,FALSE,2018,EMP2424,6,1.2,High,AUD,linkedin.com/in/avamalhotra346,14-09-2025
EMP3652,Kavya Verma,48,Non-Binary,kavya.verma@gmail.com,-9620022120,London,UK,Operations,COO,Full-Time,PhD,06-04-2010,,0,1852281,7.12,Excellent,3,50,82.73,FALSE,2013,EMP3550,5,3.8,Medium,GBP,linkedin.com/in/kavyaverma871,
EMP3019,Harper Chatterjee,50,Female,harper.chatterjee@hotmail.com,,Sydney,Australia,HR,Recruiter,Contract,Master's,05-26-2016,24-09-2020,7,850579,21.2,Average,,1,135.05,FALSE,2023,EMP3334,19,0.9,Low,INR,linkedin.com/in/harperchatterjee879,
EMP3532,Harper Reddy,30,Non-Binary,harper.reddy@company.in,(828) 533-8896,New York,USA,Finance,Controller,Full-Time,PhD,17-08-2019,,4,1789851,27.79,Outstanding,1,14,100.02,TRUE,2013,EMP1501,13,3,Medium,GBP,linkedin.com/in/harperreddy859,02-12-2024
EMP3871,rahul miller,30,Prefer not to say,rahul.miller@company.in,-7554,London,UK,Product,Group PM,Full-Time,MCA,02-09-2021,,2,1692106,11.54,2,2,24,70.01,FALSE,2023,EMP2705,14,4.9,Low,CAD,linkedin.com/in/rahulmiller245,
EMP3446,Pooja Chatterjee,43,Prefer not to say,pooja.chatterjee@gmail.com,(402) 408-2277,Ahmedabad,India,HR,HR Executive,Intern,MCA,09-Dec-10,30-10-2023,13,592081,,Good,15,22,45.22,FALSE,2012,EMP3375,11,3.1,High,GBP,linkedin.com/in/poojachatterjee68,
EMP3668,Evelyn Joshi,30,Male,evelyn.joshi@gmail.com,9.18274E+11,Singapore,Singapore,HR ,Group PM,Part-Time,High School,13-08-2022,,7,1510728,5.65,Average,5,46,87.01,TRUE,2018,EMP2059,5,2.9,Low,CAD,linkedin.com/in/evelynjoshi271,
EMP2726,Arjun Desai,29,Male,arjun.desai@hotmail.com,7935597609,Toronto,Canada,Operations,Logistics Coordinator,Part-Time,Master's,04-Dec-23,,0,1223342,22.35,Good,3,43,51.18,,2020,EMP1553,2,3.3,Medium,CAD,linkedin.com/in/arjundesai99,
EMP1206,Oliver Davis,46,Female,oliver.davis@corp.com,9.18165E+11,Mumbai,India,Data Science,Data Analyst,,MCA,28-Sep-20,20-09-2024,3,826451,4.16,,4,36,136.21,TRUE,2017,EMP3306,17,3.9,High,AUD,linkedin.com/in/oliverdavis551,
EMP2610,Kiran Davis,47,Non-Binary,kiran.davis@corp.com,(957) 197-2690,Toronto,Canada,Finance,Senior Analyst,Intern,Associate,06-05-2017,,6,904033,32.42,Average,1,-7,75.53,FALSE,2021,EMP3862,11,1.8,Low,INR,linkedin.com/in/kirandavis181,
EMP3322,NEHA BROWN,57,Non-Binary,neha.brown@corp.com,7613430607,New York,USA,Legal,Senior Counsel,,BE/BTech,21-Dec-21,06-12-2024,2,1032047,1.04,Average,92,8,45.18,TRUE,2023,EMP2506,9,2.1,Low,AUD,linkedin.com/in/nehabrown15,
EMP1728,Abigail Chopra,24,Female,abigail.chopra@yahoo.com,9.17076E+11,Pune,India,Engineering,Engineering Manager,Contract,Bachelor's,18-Jul-18,,5,1932537,38.61,Good,8,30,181.15,FALSE,2022,EMP2095,12,1.4,High,USD,linkedin.com/in/abigailchopra32,
EMP1211,Rajesh Das,56,Female,rajesh.das@yahoo.com,-10758,Delhi,India,Marketing,CMO,Full-Time,PhD,01-12-2019,,4,1719148,,Outstanding,9,13,123.16,Yes,2012,EMP2161,2,0.6,Low,USD,linkedin.com/in/rajeshdas484,
EMP3581,Mason Joshi,46,Prefer not to say,mason.joshi@yahoo.com,9.19954E+11,Singapore,Singapore,Customer Support,Team Lead,Part-Time,Associate,30-Jun-21,,2,623107,25.66,Below Average,5,39,67.22,TRUE,2020,EMP1325,18,2.7,Medium,CAD,linkedin.com/in/masonjoshi707,29-05-2025
EMP3206,Rohan Desai,,Female,rohan.desai@yahoo.com,-10718,Sydney,Australia,Customer Support,Support Manager,Intern,High School,06-29-2018,,5,814171,4.24,Average,0,14,23.03,TRUE,2015,EMP3343,3,4.5,Low,CAD,,
EMP3846,Anjali Chatterjee,39,Prefer not to say,,-4284,Pune,India,Data Science,Data Scientist,Intern,MCA,20-Sep-22,,1,1101937,35.1,Excellent,1,45,24,FALSE,2010,EMP3968,6,0.3,Low,INR,linkedin.com/in/anjalichatterjee532,
EMP1940,Jackson Singh,48,Non-Binary,,(266) 538-8667,Mumbai,India,Data science,Supply Chain Analyst,Part-Time,PhD,02-09-2023,03-05-2024,0,1035588,38.4,Good,10,38,86.94,No,2018,EMP3992,9,1.3,Low,AUD,linkedin.com/in/jacksonsingh485,
EMP2874,Ethan Wilson,52,Non-Binary,ethan@wilson,9029263113,Delhi,India,Data Science,Senior Data Scientist,Full-Time,BE/BTech,19-03-2020,,3,1622411,27.61,Outstanding,4,29,108.84,TRUE,2021,EMP1102,19,2.9,Low,GBP,linkedin.com/in/ethanwilson83,
EMP2811,Sunita Gupta,38,M,sunita.gupta@gmail.com,(447) 880-6879,Dubai,UAE,Product,Senior PM,Full-Time,PhD,09-12-2015,11-04-2021,8,1216524,13.29,Good,5,7,191.93,TRUE,2021,EMP1031,18,3.4,Low,CAD,,
EMP2760,Ethan Mehta,50,Male,ethan.mehta@hotmail.com,-10901,Delhi,India,Marketing,Content Strategist,Contract,MBA,29-08-2018,,5,935019,25.37,Good,9,15,85.65,TRUE,2018,EMP3868,6,1.5,Low,CAD,linkedin.com/in/ethanmehta159,
EMP3421,,51,Non-Binary,pooja.nair@gmail.com,-9896749897,Ahmedabad,India,HR,HR Business Partner,,MBA,14-05-2015,,8,1050693,16.74,Below Average,6,12,180.87,TRUE,2024,EMP2788,2,0,Low,USD,,
EMP2347,Sunita Sharma,59,Prefer not to say,sunita.sharma@outlook.com,,Mumbai,India,Customer Support,Team Lead,Full-Time,BE/BTech,25-03-2010,15-12-2024,13,"â‚¹745,196",27.8,Below Average,9,42,188.71,TRUE,2017,EMP3240,15,0.6,low,GBP,linkedin.com/in/sunitasharma369,18-06-2025
EMP2648,Nisha Chatterjee,39,Prefer not to say,nisha.chatterjee@company.in,8839208131,Singapore,Singapore,Engineering,Engineering Manager,Part-Time,Associate,15-Jan-11,,12,1643757,,Excellent,7,34,51.32,TRUE,,EMP3864,7,2.2,Medium,USD,linkedin.com/in/nishachatterjee107,
EMP1773,Sunita Miller,52,Male,sunita.miller@hotmail.com,-8519251724,New York,USA,Engineering,Senior SWE,Full-Time,MCA,Not Available,,8,1159011,24.52,Below Average,5,45,162.26,FALSE,2019,EMP2165,11,1.2,Medium,AUD,linkedin.com/in/sunitamiller167,
EMP1932,Ethan Joshi,58,Non-Binary,ethan.joshi@gmail.com,,Hyderabad,India,Data Science,Data Analyst,Contract,Master's,04-28-2020,,3,824053,13.83,Outstanding,,16,192.51,1,2014,EMP2336,10,1,Medium,USD,linkedin.com/in/ethanjoshi309,
EMP3664,Aarav Johnson,43,Prefer not to say,aarav.johnson@yahoo.com,,Hyderabad,India,HR,HR Business Partner,Full-Time,MBA,02-07-2013,,19,1144221,30.44,Below Average,2,7,167.34,FALSE,2020,EMP1693,1,1.3,Medium,CAD,linkedin.com/in/aaravjohnson302,
EMP1533,Noah Gupta,50,Non-Binary,noah.gupta@corp.com,-7708,Kolkata,India,Product,Product Analyst,Part-Time,Master's,12-Mar-21,,2,805205,12.22,Below Average,0,42,83.43,TRUE,2019,EMP3327,16,3.2,High,USD,linkedin.com/in/noahgupta687,01-02-2026
EMP3370,Oliver Desai,47,Male,oliver.desai@corp.com,9.18334E+11,Mumbai,India,Legal,Legal Counsel,Part-Time,BE/BTech,10-10-2019,,4,706242,20.29,Outstanding,7,4,47.09,TRUE,,EMP1225,18,4.6,Low,,linkedin.com/in/oliverdesai10,
EMP1721,Sophia Nair,56,Non-Binary,sophia.nair@@corp.com,(541) 210-7278,Bangalore,India,Engineering,Senior SWE,Full-Time,  ,16-Jan-11,23-06-2020,12,1156478,35.01,Average,1,17,190.85,TRUE,2015,EMP2087,6,1.5,Medium,GBP,linkedin.com/in/sophianair89,
EMP1198,Harper Johnson,59,,harper.johnson@corp.com,7974095187,Sydney,Australia,HR,Recruiter,Intern,MBA,05-Jan-18,05-04-2024,5,1003515,28.19,Excellent,,23,118.86,TRUE,2012,EMP2820,17,0.1,Low,,linkedin.com/in/harperjohnson874,
EMP1531,Lucas Mehta,46,Male,lucas.mehta@yahoo.com,9.19242E+11,Delhi,India,Operations,Ops Manager,Contract,PhD,02-Sep-20,,3,825625,24.27,Outstanding,3,42,130.73,FALSE,2022,EMP3725,4,0.5,High,AUD,linkedin.com/in/lucasmehta173,
EMP1039,Logan Pillai,35,F,logan.pillai@company.in,-9461058156,London,UK,Finance,CFO,Contract,Associate,28-01-2022,,1,2361054,6.23,,6,41,169.66,FALSE,2011,EMP3708,2,4.5,High,USD,linkedin.com/in/loganpillai133,09-04-2026
EMP3440,Arjun Shah,29,Non-Binary,arjun.shah@company.in,,Hyderabad,India,Engineering,Engineering Manager,Full-Time,  ,07-07-2021,,2,1862218,28.92,Outstanding,8,40,123.88,TRUE,2019,EMP3560,1,4.8,Medium,USD,linkedin.com/in/arjunshah337,
EMP2111,Vikram Sharma,60,Prefer not to say,  vikram.sharma@company.in  ,-9046624676,Delhi,India,Legal,Associate,Part-Time,PhD,04-15-2012,,11,1162622,36.51,Below Average,8,6,73.29,FALSE,2018,EMP2516,15,0.8,High,AUD,linkedin.com/in/vikramsharma145,18-08-2026
EMP3414,ETHAN GUPTA,27,Non-Binary,,(904) 187-1928,Singapore,Singapore,Product,Product Manager,Full-Time,High School,17-11-2020,09-09-2024,3,966116,39.35,Excellent,1,38,120.74,TRUE,2019,EMP2948,20,1.9,Medium,GBP,linkedin.com/in/ethangupta883,
EMP3906,Anjali Gupta,41,Non-Binary,anjali.gupta@yahoo.com,,Dubai,UAE,Sales,Account Executive,Intern,Bachelor's,12-Aug-14,,9,1485267,29.49,Excellent,7,15,182.06,TRUE,2014,EMP3202,3,3.6,Medium,AUD,,
EMP2898,Sunita Rao,54,Prefer not to say,sunita.rao@hotmail.com,,Ahmedabad,India,Marketing,SEO Specialist,Full-Time,Associate,26-04-2016,,-2,1375639,103.28,Good,7,46,7.33,FALSE,2022,EMP3334,1,3,HIGH,GBP,,27-07-2026
EMP1147,Rahul Smith,31,Prefer not to say,rahul.smith@company.in,(777) 427-4427,Delhi,India,Product,Group PM,Part-Time,BE/BTech,15-04-2017,,6,1713791,10.8,Outstanding,6,8,,FALSE,2017,EMP1263,3,4.8,High,CAD,linkedin.com/in/rahulsmith118,
EMP2576,Meena Gupta,50,Prefer not to say,meena.gupta@yahoo.com,,Kolkata,India,Engineering,Lead Engineer,Contract,High School,12-07-2021,,2,1300528,5.17,Below Average,2,48,90.72,FALSE,2017,EMP1510,18,3.3,High,CAD,,13-07-2025
EMP3409,Oliver Singh,37,Non-Binary,,-2788,Delhi,India,HR,HR Manager,Part-Time,Bachelor's,06-11-2015,,8,801347,32.18,Excellent,9,31,84.99,1,2018,EMP1185,13,1.6,Medium,INR,linkedin.com/in/oliversingh562,
EMP1903,Ava Joshi,22,Non-Binary,ava.joshi@yahoo.com,,Bangalore,India,Legal,Legal Manager,Contract,PhD,09-28-2018,,5,-1436309,195.6,Excellent,4,28,124.55,TRUE,2011,EMP1743,9,4.1,High,CAD,linkedin.com/in/avajoshi35,11-07-2024
EMP3000,OLIVER MOORE,24,,oliver.moore@outlook.com,,Ahmedabad,India,Marketing,CMO,Intern,High School,09-Feb-23,,0,2036633,10.6,Good,1,6,7.36,TRUE,2011,EMP3348,4,4.7,High,,linkedin.com/in/olivermoore497,
EMP2129,sunita gupta,51,Female,sunita.gupta@outlook.com,(959) 438-6349,Bangalore,India,Operations,Logistics Coordinator,Contract,Associate,28-05-2014,25-02-2022,9,1366903,8.76,Good,9,0,,TRUE,,EMP2344,10,3.6,High,GBP,,02-04-2025
EMP1968,Kavya Iyer,54,Male,kavya.iyer@yahoo.com,9725058806,New York,USA,Engineering,Senior SWE,Part-Time,Associate,04-22-2010,,13,,26.65,Excellent,3,11,153.35,TRUE,,EMP2255,8,2.1,Medium,GBP,,
EMP2079,Rajesh Miller,34,Male,rajesh.miller@outlook.com,,London,UK,Customer Support,Support Agent,Full-Time,BE/BTech,05-11-2020,,3,442696,21.11,Excellent,7,0,167.16,FALSE,2013,EMP2336,,,Low,GBP,,
EMP2933,Evelyn Johnson,39,,evelyn.johnson@gmail.com,(847) 303-7732,San Francisco,USA,Sales,VP Sales,Contract,MCA,14-01-2010,,13,2140257,18.46,Below Average,0,30,45.69,FALSE,2012,EMP1642,19,0.8,Low,USD,linkedin.com/in/evelynjohnson6,
EMP2449,Oliver Sharma,50,Prefer not to say,oliver.sharma@outlook.com,9.17025E+11,San Francisco,USA,Product,Product Analyst,Contract,PhD,29-04-2020,,3,759448,35.69,Good,8,-5,45.22,FALSE,2020,EMP1486,18,3.4,Medium,CAD,,
EMP1777,Mia Brown,,Female,mia.brown@company.in,9.17011E+11,Toronto,Canada,Operations,Operations Analyst,Contract,Associate,16-07-2010,,13,538922,4.47,Average,3,11,188.87,TRUE,2024,EMP1506,6,2,Medium,,linkedin.com/in/miabrown493,
EMP1421,Divya Mehta,60,Female,divya.mehta@hotmail.com,8710714118,London,UK,HR,Recruiter,Part-Time,MBA,21-Apr-16,,7,758764,17.98,Below Average,4,38,39.94,TRUE,2010,EMP1044,7,4,High,GBP,linkedin.com/in/divyamehta540,23-07-2025
EMP1407,Amit Verma,,Female,amit.verma@outlook.com,7073561061,San Francisco,USA,Legal,Legal Counsel,Contract,PhD,01-16-2019,20-07-2024,4,658422,0.3,Outstanding,1,14,187.09,TRUE,2017,EMP1003,7,1.5,High,USD,linkedin.com/in/amitverma301,
EMP1118,Aarav Nair,46,Prefer not to say,aarav.nair@hotmail.com,,Chennai,India,Data Science,Senior Data Scientist,Full-Time,Bachelor's,01-08-2014,21-02-2020,9,1943835,49.34,Below Average,9,17,39.56,TRUE,2017,EMP1278,4,4.7,Medium,GBP,,
EMP2019,Isabella Desai,46,Prefer not to say,isabella.desai@gmail.com,9.17487E+11,London,UK,Finance,CFO,Intern,MBA,28-Jan-22,,1,2456787,2.34,Excellent,9,42,24.82,TRUE,2020,EMP3108,11,0.3,Low,,linkedin.com/in/isabelladesai587,
EMP3715,Suresh Nair,58,Male,suresh@nair,7618295493,Singapore,Singapore,Finance,Finance Manager,,MCA,01-29-2013,,10,1422367,33.6,Below Average,35,29,62.72,TRUE,2017,EMP2245,12,4.8,Medium,CAD,linkedin.com/in/sureshnair202,15-12-2026
EMP3492,,43,Prefer not to say,charlotte@chopra,-10539,Toronto,Canada,Sales,Account Executive,Intern,Bachelor's,07-Feb-10,,13,1587859,28.1,Good,2,23,151.09,FALSE,2014,EMP2602,5,2,Low,AUD,linkedin.com/in/charlottechopra229,
EMP1790,Priya Brown,32,Female,priya.brown@hotmail.com,-7299970190,San Francisco,USA,Sales,Sales Manager,Contract,Master's,25-09-2018,,5,1006307,20.01,Average,0,15,88.73,FALSE,2018,EMP2796,2,2,Low,AUD,linkedin.com/in/priyabrown451,
EMP2780,Mia Rao,33,Non-Binary,mia.rao@yahoo.com,9113560985,Sydney,Australia,Operations,COO,Contract,Associate,25-07-2021,01-04-2022,2,1512480,14.84,Below Average,6,1,177.89,0,2024,EMP3260,20,,Medium,CAD,linkedin.com/in/miarao500,04-02-2026
EMP2981,Emma Garcia,42,Female,emma.garcia@hotmail.com,,New York,USA,Legal,Associate,Full-Time,High School,30-Sep-16,,7,1335635,22.79,Outstanding,7,3,132.4,TRUE,2010,,18,3.9,Low,USD,linkedin.com/in/emmagarcia662,
EMP3741,Harper Sharma,25,Male,harper.sharma@gmail.com,-6272,Ahmedabad,India,Legal,Senior Counsel,Intern,High School,20-Jan-17,,6,857027,11.43,Good,3,24,157.64,TRUE,2015,EMP1108,5,2.1,High,,,
EMP2097,Lucas Sharma,60,Prefer not to say,lucas.sharma@yahoo.com,9.17268E+11,Mumbai,India,Sales,Sales Rep,Part-Time,Master's,27-05-2013,,10,612387,38.14,Excellent,8,19,183.78,yes,2016,EMP1476,10,3.8,High,,linkedin.com/in/lucassharma50,
EMP3990,Emma Shah,32,Male,emma.shah@hotmail.com,(545) 315-5228,Ahmedabad,India,Product,Product Manager,Part-Time,BE/BTech,01-04-2023,28-01-2024,0,1159256,8,Below Average,2,48,38.45,FALSE,2023,EMP3662,7,4.5,Low,USD,linkedin.com/in/emmashah187,
EMP3103,Harper Shah,25,Male,harper.shah@company.in,-4772,San Francisco,USA,Operations,Operations Analyst,,PhD,06-16-2010,,13,511979,4.35,Good,3,24,181.53,FALSE,2010,EMP1066,,3,Medium,AUD,,
EMP3812,Aarav Singh,53,Male,aarav.singh@corp.com,9.17196E+11,Bangalore,India,Finance,Finance Manager,Intern,MCA,11-03-2013,17-06-2023,10,1309382,6.06,Average,3,39,4.76,TRUE,2010,EMP3450,16,1.6,High,USD,linkedin.com/in/aaravsingh850,
EMP3122,Vikram Verma,22,Male,vikram.verma@hotmail.com,,Mumbai,India,Finance,Controller,Part-Time,High School,28-Jun-21,,2,1672681,26.97,Good,1,40,6.77,FALSE,2016,EMP2870,14,3.9,Medium,CAD,linkedin.com/in/vikramverma848,
EMP1608,Harper Verma,26,Non-Binary,harper.verma@yahoo.com,-7183860741,New York,USA,HR,HR Executive,Contract,High School,08-02-2022,,12,630336,29.44,Outstanding,9,8,35.83,TRUE,2018,EMP2542,12,4.5,Medium,USD,linkedin.com/in/harperverma362,
EMP2373,Oliver Wilson,32,Female,oliver.wilson@gmail.com,-5624,Toronto,Canada,Legal,Senior Counsel,Full-Time,Master's,15-05-2010,,13,963527,28.71,Outstanding,2,9,146.88,FALSE,2021,EMP1356,13,2,High,AUD,linkedin.com/in/oliverwilson979,
EMP1207,Arjun Kumar,,Male,arjun.kumar@corp.com,-7160194648,San Francisco,USA,Legal,Associate,,Master's,03-01-2023,,0,1043418,30.24,Excellent,81,10,187.01,TRUE,2017,EMP3225,5,2.3,Low,CAD,linkedin.com/in/arjunkumar736,21-11-2025
EMP1503,William Iyer,60,Male,william.iyer@outlook.com,9562196403,Kolkata,India,Finance,Financial Analyst,Contract,MCA,05-Jan-11,04-05-2024,12,893726,29.71,Below Average,2,42,149.83,TRUE,2020,EMP1996,16,4.6,Medium,AUD,linkedin.com/in/williamiyer147,
EMP1427,Rahul Johnson,22,Male,rahul.johnson@corp.com,-7981,London,UK,Marketing,Marketing Manager,Contract,Master's,08-01-2022,,1,874371,15.16,Average,2,44,86.68,TRUE,2011,EMP2384,18,0.3,Medium,CAD,linkedin.com/in/rahuljohnson974,24-08-2024
EMP1719,Sophia Patel,28,Female,sophia.patel@gmail.com,,Ahmedabad,India,Operations,Supply Chain Analyst,Contract,Bachelor's,02-28-2023,16-05-2024,0,1100464,,Outstanding,0,0,63.55,FALSE,2024,EMP3954,4,2.9,High,AUD,linkedin.com/in/sophiapatel290,
EMP2339,Oliver Bose,53,Prefer not to say,oliver.bose@outlook.com,-9029934034,Singapore,Singapore,Operations,COO,Full-Time,MCA,18-06-2015,,8,1522029,21.62,Excellent,2,47,122.97,,2014,EMP1478,1,0.6,Low,GBP,linkedin.com/in/oliverbose993,
EMP2466,Sophia Singh,57,Male,sophia.singh@hotmail.com,,Sydney,Australia,Operations,Logistics Coordinator,Part-Time,Associate,07-01-2020,05-08-2021,3,1310133,4.54,Excellent,,2,53.68,1,2019,EMP2660,1,2,Medium,INR,linkedin.com/in/sophiasingh385,
EMP2615,Harper Sharma,40,,harper.sharma@company.in,7949256663,Dubai,UAE,Legal,Associate,Full-Time,MCA,05-09-2012,,11,1186160,10.04,2,5,42,21.39,TRUE,2010,EMP3481,11,0.4,High,USD,,
EMP3429,Deepak Sharma,46,male,deepak.sharma@gmail.com,(895) 996-6283,Ahmedabad,India,Slaes,Financial Analyst,Part-Time,BE/BTech,02-12-2010,,13,834841,17.28,4,4,49,190.74,no,2011,EMP3573,6,4.4,Low,GBP,linkedin.com/in/deepaksharma702,
EMP3976,Rohan Joshi,35,Female,rohan.joshi@yahoo.com,9.18913E+11,London,UK,Finance,Senior Analyst,Contract,Master's,11-28-2020,,3,1068997,8.77,Average,2,27,95.77,TRUE,2019,EMP3077,3,2.6,High,USD,linkedin.com/in/rohanjoshi932,
EMP2130,Suresh Davis,55,Prefer not to say,suresh.davis@corp.com,-8331104670,Chennai,India,Finance,CFO,Full-Time,Master's,03-12-2016,16-03-2024,7,2344940,35.98,Below Average,2,26,136.66,TRUE,2010,EMP3304,13,1.3,High,AUD,linkedin.com/in/sureshdavis557,
EMP3684,Mason Davis,23,Female,mason.davis@corp.com,9.18512E+11,Pune,India,Customer Support,VP Support,Intern,Bachelor's,29-Dec-16,,7,1077270,35.05,Outstanding,6,10,190.3,0,2010,EMP3998,7,2,High,AUD,linkedin.com/in/masondavis698,24-05-2025
EMP3739,Logan Patel,28,Non-Binary,logan.patel@corp.com,7636458518,Mumbai,India,Finance,Senior Analyst,Part-Time,MCA,27-Mar-20,26-12-2024,3,954716,6.97,Outstanding,4,46,191.72,FALSE,2020,EMP2340,17,3,High,GBP,linkedin.com/in/loganpatel660,
EMP2957,Sunita Reddy,58,Non-Binary,sunita.reddy@outlook.com,,Hyderabad,India,Data Science,ML Engineer,Contract,MCA,17-10-2012,,11,1409708,6.15,Good,9,3,48.09,TRUE,2019,EMP2969,4,1.4,med,CAD,linkedin.com/in/sunitareddy232,
EMP3521,Aarav Gupta,50,Prefer not to say,aarav.gupta@company.in,,Mumbai,India,HR,HR Manager,Full-Time,Bachelor's,26-Dec-18,26-02-2021,5,626057,24.49,Outstanding,2,0,39.06,FALSE,2011,EMP2219,20,1.3,Medium,GBP,linkedin.com/in/aaravgupta932,
